101,S2,random1,202,0,irc1,7.931098890025169,-16.18222787976265,/project/dwappett/CM-MD-250-set/opts/S2_random1/f101/ts-101/,E(RB3LYP),=-4123.46520586,=-4121.761162,=-4121.672685,=-4121.671741,=-4121.885771,=1139,NImag=1,-2586524.54016021,/project/dwappett/CM-MD-250-set/opts/S2_random1/f101/ts-101/irc1,E(RB3LYP),=-4123.48166555,=-4121.775601,=-4121.687159,=-4121.686214,=-4121.898410,=1139,NImag=0,-2586532.4712591,/project/dwappett/CM-MD-250-set/opts/S2_random1/f101/ts-101/irc2,E(RB3LYP),=-4123.50530798,=-4121.798931,=-4121.709911,=-4121.708967,=-4121.924198,=1139,NImag=0,-2586548.6534869797
146,S6,active2cluster4,183,-1,irc2,11.771460090298206,-12.000501239672303,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f146/ts-146/,E(RB3LYP),=-3836.79442161,=-3835.261271,=-3835.179506,=-3835.178562,=-3835.377562,=1042,NImag=1,-2406737.77393062,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f146/ts-146/irc2,E(RB3LYP),=-3836.81308989,=-3835.278379,=-3835.196199,=-3835.195255,=-3835.396321,=1042,NImag=0,-2406749.5453907102,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f146/ts-146/irc1,E(RB3LYP),=-3836.83381547,=-3835.298364,=-3835.216174,=-3835.215230,=-3835.415445,=1042,NImag=0,-2406761.54589195
159,S8,rincluster1,187,-1,irc1,13.791414780542254,-15.038904659450054,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f159/ts-159/,E(RB3LYP),=-4274.30879489,=-4272.746306,=-4272.662567,=-4272.661623,=-4272.864339,=1073,NImag=1,-2681265.10136589,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f159/ts-159/irc1,E(RB3LYP),=-4274.32920289,=-4272.765638,=-4272.681296,=-4272.680352,=-4272.886317,=1073,NImag=0,-2681278.8927806704,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f159/ts-159/irc2,E(RB3LYP),=-4274.35585699,=-4272.790724,=-4272.706416,=-4272.705471,=-4272.910283,=1073,NImag=0,-2681293.93168533
161,S7,activecluster4,173,-1,irc2,12.497489159926772,-16.45205717999488,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f161/ts-161/,E(RB3LYP),=-3568.64487456,=-3567.183788,=-3567.104697,=-3567.103753,=-3567.298922,=975,NImag=1,-2238515.74654422,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f161/ts-161/irc2,E(RB3LYP),=-3568.66521219,=-3567.202122,=-3567.122762,=-3567.121817,=-3567.318838,=975,NImag=0,-2238528.24403338,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f161/ts-161/irc1,E(RB3LYP),=-3568.69489397,=-3567.230092,=-3567.151131,=-3567.150187,=-3567.345056,=975,NImag=0,-2238544.69609056
174,S5,cluster3qm,199,-1,irc1,8.820908069610596,-12.019326540175825,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f174/ts-174/,E(RB3LYP),=-4468.69405342,=-4467.019282,=-4466.929743,=-4466.928799,=-4467.144247,=1130,NImag=1,-2803177.6864349702,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f174/ts-174/irc1,E(RB3LYP),=-4468.70862922,=-4467.032142,=-4466.942065,=-4466.941121,=-4467.158304,=1130,NImag=0,-2803186.50734304,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f174/ts-174/irc2,E(RB3LYP),=-4468.72667814,=-4467.050317,=-4466.959640,=-4466.958696,=-4467.177458,=1130,NImag=0,-2803198.52666958
183,S7,activecluster4,200,-1,irc2,12.269075519870967,-13.02710760012269,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f183/ts-183/,E(RB3LYP),=-4523.81243266,=-4522.135515,=-4522.048469,=-4522.047525,=-4522.256114,=1146,NImag=1,-2837760.93409614,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f183/ts-183/irc2,E(RB3LYP),=-4523.82959864,=-4522.151901,=-4522.064007,=-4522.063062,=-4522.275666,=1146,NImag=0,-2837773.2031716597,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f183/ts-183/irc1,E(RB3LYP),=-4523.85454505,=-4522.174603,=-4522.087262,=-4522.086318,=-4522.296426,=1146,NImag=0,-2837786.23027926
198,S7,activecluster4,196,-1,irc2,10.13867906993255,-16.458959789481014,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f198/ts-198/,E(RB3LYP),=-4086.28045522,=-4084.639013,=-4084.551956,=-4084.551012,=-4084.762548,=1115,NImag=1,-2563229.3464954803,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f198/ts-198/irc2,E(RB3LYP),=-4086.29837871,=-4084.654783,=-4084.567641,=-4084.566696,=-4084.778705,=1115,NImag=0,-2563239.48517455,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f198/ts-198/irc1,E(RB3LYP),=-4086.32475035,=-4084.680664,=-4084.593328,=-4084.592384,=-4084.804934,=1115,NImag=0,-2563255.9441343397
220,S7,activecluster4,206,-1,irc2,8.65461792005226,-17.718372359871864,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f220/ts-220/,E(RB3LYP),=-4676.68246603,=-4674.953644,=-4674.861547,=-4674.860602,=-4675.078171,=1182,NImag=1,-2933658.30308421,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f220/ts-220/irc2,E(RB3LYP),=-4676.69875193,=-4674.967584,=-4674.875543,=-4674.874599,=-4675.091963,=1182,NImag=0,-2933666.95770213,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f220/ts-220/irc1,E(RB3LYP),=-4676.72447270,=-4674.994169,=-4674.901326,=-4674.900382,=-4675.120199,=1182,NImag=0,-2933684.67607449
227,S7,activecluster4,196,-1,irc1,9.919678080361336,-19.132779899984598,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f227/ts-227/,E(RB3LYP),=-4086.29428703,=-4084.645762,=-4084.557860,=-4084.556916,=-4084.769000,=1115,NImag=1,-2563233.3951899996,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f227/ts-227/irc1,E(RB3LYP),=-4086.31228448,=-4084.661319,=-4084.573352,=-4084.572408,=-4084.784808,=1115,NImag=0,-2563243.31486808,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f227/ts-227/irc2,E(RB3LYP),=-4086.34452973,=-4084.692400,=-4084.604754,=-4084.603810,=-4084.815298,=1115,NImag=0,-2563262.44764798
232,S4,random5a,192,-1,irc2,10.439256359823048,-11.55873419996351,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f232/ts-232/,E(RB3LYP),=-3954.72593036,=-3953.108196,=-3953.021636,=-3953.020692,=-3953.229953,=1081,NImag=1,-2480691.32780703,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f232/ts-232/irc2,E(RB3LYP),=-3954.74510445,=-3953.124990,=-3953.038424,=-3953.037479,=-3953.246589,=1081,NImag=0,-2480701.76706339,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f232/ts-232/irc1,E(RB3LYP),=-3954.76040528,=-3953.141142,=-3953.053558,=-3953.052614,=-3953.265009,=1081,NImag=0,-2480713.32579759
242,S6,active2cluster4,209,-1,irc1,10.048945140093565,-17.152985849883407,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f242/ts-242/,E(RB3LYP),=-4753.11776373,=-4751.364761,=-4751.269796,=-4751.268852,=-4751.492629,=1200,NImag=1,-2981609.13962379,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f242/ts-242/irc1,E(RB3LYP),=-4753.13789957,=-4751.381451,=-4751.286966,=-4751.286022,=-4751.508643,=1200,NImag=0,-2981619.18856893,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f242/ts-242/irc2,E(RB3LYP),=-4753.16155607,=-4751.406536,=-4751.310833,=-4751.309888,=-4751.535978,=1200,NImag=0,-2981636.34155478
291,S7,activecluster4,187,-1,irc1,12.03752432949841,-13.92507441015914,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f291/ts-291/,E(RB3LYP),=-4274.29971517,=-4272.738820,=-4272.654026,=-4272.653082,=-4272.859317,=1073,NImag=1,-2681261.9500106703,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f291/ts-291/irc1,E(RB3LYP),=-4274.32128379,=-4272.757915,=-4272.672971,=-4272.672027,=-4272.878500,=1073,NImag=0,-2681273.987535,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f291/ts-291/irc2,E(RB3LYP),=-4274.33993496,=-4272.777586,=-4272.691840,=-4272.690896,=-4272.900691,=1073,NImag=0,-2681287.91260941
324,S7,activecluster4,218,0,irc1,12.03877934999764,-19.428964619990438,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f324/ts-324/,E(RB3LYP),=-4813.31114755,=-4811.464432,=-4811.369224,=-4811.368279,=-4811.593767,=1234,NImag=1,-3019323.2047301703,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f324/ts-324/irc1,E(RB3LYP),=-4813.33081863,=-4811.482960,=-4811.387348,=-4811.386404,=-4811.612952,=1234,NImag=0,-3019335.2435095203,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f324/ts-324/irc2,E(RB3LYP),=-4813.36533907,=-4811.516059,=-4811.421193,=-4811.420249,=-4811.643914,=1234,NImag=0,-3019354.6724741403
336,S4,random5a,184,-1,irc1,10.197037500329316,-20.37524970015511,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f336/ts-336/,E(RB3LYP),=-4197.86567865,=-4196.329481,=-4196.247654,=-4196.246710,=-4196.446198,=1055,NImag=1,-2633311.9537069798,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f336/ts-336/irc1,E(RB3LYP),=-4197.88207448,=-4196.344319,=-4196.262214,=-4196.261270,=-4196.462448,=1055,NImag=0,-2633322.15074448,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f336/ts-336/irc2,E(RB3LYP),=-4197.91813066,=-4196.378885,=-4196.297699,=-4196.296755,=-4196.494918,=1055,NImag=0,-2633342.5259941802
363,S7,activecluster4,196,-1,irc1,11.652860699687153,-9.33421125030145,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f363/ts-363/,E(RB3LYP),=-4503.60407311,=-4501.964650,=-4501.872509,=-4501.871565,=-4502.094318,=1127,NImag=1,-2825109.2054881803,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f363/ts-363/irc1,E(RB3LYP),=-4503.62606680,=-4501.984960,=-4501.892795,=-4501.891851,=-4502.112888,=1127,NImag=0,-2825120.85834888,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f363/ts-363/irc2,E(RB3LYP),=-4503.64314013,=-4502.000693,=-4501.908832,=-4501.907888,=-4502.127763,=1127,NImag=0,-2825130.1925601303
370,S7,activecluster4,215,0,irc2,9.760918050073087,-17.105295090470463,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f370/ts-370/,E(RB3LYP),=-4848.24652333,=-4846.435895,=-4846.339808,=-4846.338864,=-4846.566303,=1231,NImag=1,-3041268.8207955295,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f370/ts-370/irc2,E(RB3LYP),=-4848.26353983,=-4846.450995,=-4846.354665,=-4846.353721,=-4846.581858,=1231,NImag=0,-3041278.5817135796,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f370/ts-370/irc1,E(RB3LYP),=-4848.29117895,=-4846.477960,=-4846.381261,=-4846.380317,=-4846.609117,=1231,NImag=0,-3041295.68700867
389,S4,random5,212,-1,irc1,10.891063560266048,-20.45682599954307,/project/dwappett/CM-MD-250-set/opts/S4_random5/f389/ts-389/,E(RB3LYP),=-4829.54433253,=-4827.764615,=-4827.664469,=-4827.663525,=-4827.898397,=1218,NImag=1,-3029554.52310147,/project/dwappett/CM-MD-250-set/opts/S4_random5/f389/ts-389/irc1,E(RB3LYP),=-4829.56347095,=-4827.781315,=-4827.680943,=-4827.679999,=-4827.915753,=1218,NImag=0,-3029565.4141650302,/project/dwappett/CM-MD-250-set/opts/S4_random5/f389/ts-389/irc2,E(RB3LYP),=-4829.59614748,=-4827.813007,=-4827.712666,=-4827.711722,=-4827.948353,=1218,NImag=0,-3029585.87099103
