394,S7,activecluster4,177,-2,irc1,20.01380394026637,-7.711470389738679,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f394/ts-394/,E(RB3LYP),=-4105.49900332,=-4104.027264,=-4103.943893,=-4103.942949,=-4104.147496,=1015,NImag=1,-2575393.5952149597,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f394/ts-394/irc1,E(RB3LYP),=-4105.53363038,=-4104.060099,=-4103.977061,=-4103.976116,=-4104.179390,=1015,NImag=0,-2575413.6090189,/project/dwappett/CM-MD-250-set/opts/S7_activecluster4/f394/ts-394/irc2,E(RB3LYP),=-4105.54607260,=-4104.071488,=-4103.987923,=-4103.986978,=-4104.191679,=1015,NImag=0,-2575421.3204892897
547,S8,rincluster2,224,1,irc1,19.410139319486916,-6.761420249938965,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f547/ts-547/,E(RB3LYP),=-4544.51191948,=-4542.604875,=-4542.508476,=-4542.507532,=-4542.737181,=1261,NImag=1,-2850613.0084493104,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f547/ts-547/irc1,E(RB3LYP),=-4544.54322836,=-4542.635024,=-4542.538501,=-4542.537556,=-4542.768113,=1261,NImag=0,-2850632.41858863,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f547/ts-547/irc2,E(RB3LYP),=-4544.56053229,=-4542.648584,=-4542.553021,=-4542.552077,=-4542.778888,=1261,NImag=0,-2850639.18000888
703,S5,cluster3qm,201,0,irc2,12.725275290198624,-14.834963910281658,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f703/ts-703/,E(RB3LYP),=-4068.33407265,=-4066.629400,=-4066.539410,=-4066.538466,=-4066.756034,=1123,NImag=1,-2551930.0788953397,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f703/ts-703/irc2,E(RB3LYP),=-4068.35406833,=-4066.647706,=-4066.557322,=-4066.556377,=-4066.776313,=1123,NImag=0,-2551942.80417063,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f703/ts-703/irc1,E(RB3LYP),=-4068.37938677,=-4066.671984,=-4066.581349,=-4066.580405,=-4066.799954,=1123,NImag=0,-2551957.63913454
729,S7,activecluster3,184,0,irc2,8.373493439983577,-13.332077459897846,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f729/ts-729/,E(RB3LYP),=-4118.56182477,=-4117.003445,=-4116.920011,=-4116.919067,=-4117.122477,=1044,NImag=1,-2583535.52554227,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f729/ts-729/irc2,E(RB3LYP),=-4118.57648724,=-4117.015913,=-4116.932317,=-4116.931373,=-4117.135821,=1044,NImag=0,-2583543.89903571,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f729/ts-729/irc1,E(RB3LYP),=-4118.59610831,=-4117.036134,=-4116.951809,=-4116.950864,=-4117.157067,=1044,NImag=0,-2583557.23111317
758,S3,random4a,190,0,irc1,8.142569760326296,-15.175074329599738,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f758/ts-758/,E(RB3LYP),=-4251.35571254,=-4249.751159,=-4249.666317,=-4249.665373,=-4249.870971,=1082,NImag=1,-2666836.53301221,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f758/ts-758/irc1,E(RB3LYP),=-4251.37054279,=-4249.763983,=-4249.678857,=-4249.677913,=-4249.883947,=1082,NImag=0,-2666844.6755819703,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f758/ts-758/irc2,E(RB3LYP),=-4251.39254815,=-4249.785995,=-4249.700314,=-4249.699370,=-4249.908130,=1082,NImag=0,-2666859.8506563
806,S4,random5a,213,0,irc1,9.146585760172457,-15.093498030211776,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f806/ts-806/,E(RB3LYP),=-4768.98760331,=-4767.201578,=-4767.108807,=-4767.107862,=-4767.329298,=1222,NImag=1,-2991546.80778798,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f806/ts-806/irc1,E(RB3LYP),=-4769.00476047,=-4767.216247,=-4767.123416,=-4767.122472,=-4767.343874,=1222,NImag=0,-2991555.95437374,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f806/ts-806/irc2,E(RB3LYP),=-4769.02669817,=-4767.238786,=-4767.145311,=-4767.144367,=-4767.367927,=1222,NImag=0,-2991571.0478717703
827,S7,activecluster3,178,0,irc1,10.433608769904822,-15.572288159746677,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f827/ts-827/,E(RB3LYP),=-3965.65665911,=-3964.155324,=-3964.074639,=-3964.073695,=-3964.274610,=1008,NImag=1,-2487621.9605211,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f827/ts-827/irc1,E(RB3LYP),=-3965.67417037,=-3964.171011,=-3964.089966,=-3964.089022,=-3964.291237,=1008,NImag=0,-2487632.39412987,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f827/ts-827/irc2,E(RB3LYP),=-3965.69802815,=-3964.194413,=-3964.112950,=-3964.112006,=-3964.316053,=1008,NImag=0,-2487647.9664180297
929,S4,random5,234,1,irc1,13.053463019896299,-16.41566160041839,/project/dwappett/CM-MD-250-set/opts/S4_random5/f929/ts-929/,E(RB3LYP),=-5023.52377902,=-5021.527678,=-5021.427770,=-5021.426825,=-5021.660777,=1313,NImag=1,-3151142.35417527,/project/dwappett/CM-MD-250-set/opts/S4_random5/f929/ts-929/irc1,E(RB3LYP),=-5023.54657316,=-5021.548261,=-5021.448425,=-5021.447481,=-5021.681579,=1313,NImag=0,-3151155.40763829,/project/dwappett/CM-MD-250-set/opts/S4_random5/f929/ts-929/irc2,E(RB3LYP),=-5023.57469919,=-5021.575096,=-5021.475445,=-5021.474501,=-5021.707739,=1313,NImag=0,-3151171.8232998904
956,S4,random5,208,0,irc1,8.883659069426358,-15.283006050623953,/project/dwappett/CM-MD-250-set/opts/S4_random5/f956/ts-956/,E(RB3LYP),=-4164.97115440,=-4163.209081,=-4163.122051,=-4163.121106,=-4163.329042,=1160,NImag=1,-2612530.6071454203,/project/dwappett/CM-MD-250-set/opts/S4_random5/f956/ts-956/irc1,E(RB3LYP),=-4164.98661167,=-4163.222494,=-4163.135270,=-4163.134326,=-4163.343199,=1160,NImag=0,-2612539.4908044897,/project/dwappett/CM-MD-250-set/opts/S4_random5/f956/ts-956/irc2,E(RB3LYP),=-4165.00948786,=-4163.245484,=-4163.157720,=-4163.156775,=-4163.367554,=1160,NImag=0,-2612554.7738105403
970,S8,rincluster3,222,0,irc1,12.610440960153937,-18.147589199710637,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f970/ts-970/,E(RB3LYP),=-4886.89000507,=-4885.016063,=-4884.916428,=-4884.915484,=-4885.150804,=1261,NImag=1,-3065480.98101804,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f970/ts-970/irc1,E(RB3LYP),=-4886.91442946,=-4885.037680,=-4884.938379,=-4884.937435,=-4885.170900,=1261,NImag=0,-3065493.591459,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f970/ts-970/irc2,E(RB3LYP),=-4886.94395042,=-4885.066400,=-4884.967015,=-4884.966071,=-4885.199820,=1261,NImag=0,-3065511.7390481997
1000,S1,sampling,228,1,irc1,5.010667350143194,-19.50928589934483,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f1000/ts-1000/,E(RB3LYP),=-4981.99874472,=-4980.065394,=-4979.965624,=-4979.964680,=-4980.200420,=1292,NImag=1,-3125125.5655542,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f1000/ts-1000/irc1,E(RB3LYP),=-4982.00922899,=-4980.073391,=-4979.973443,=-4979.972499,=-4980.208405,=1292,NImag=0,-3125130.5762215503,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f1000/ts-1000/irc2,E(RB3LYP),=-4982.03682830,=-4980.101467,=-4980.001002,=-4980.000058,=-4980.239495,=1292,NImag=0,-3125150.0855074497
1005,S7,activecluster2,225,0,irc2,8.462599860038608,-15.640059240162373,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1005/ts-1005/,E(RB3LYP),=-4963.37175033,=-4961.466880,=-4961.367581,=-4961.366637,=-4961.599539,=1279,NImag=1,-3113453.32671789,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1005/ts-1005/irc2,E(RB3LYP),=-4963.38337994,=-4961.477416,=-4961.377475,=-4961.376531,=-4961.613025,=1279,NImag=0,-3113461.78931775,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1005/ts-1005/irc1,E(RB3LYP),=-4963.41038891,=-4961.503608,=-4961.403565,=-4961.402621,=-4961.637949,=1279,NImag=0,-3113477.42937699
1028,S3,random4,207,0,irc2,8.173945259768516,-16.09814154030755,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1028/ts-1028/,E(RB3LYP),=-4599.07300871,=-4597.329214,=-4597.236870,=-4597.235926,=-4597.457426,=1179,NImag=1,-2884950.50938926,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1028/ts-1028/irc2,E(RB3LYP),=-4599.09038075,=-4597.343387,=-4597.251392,=-4597.250448,=-4597.470452,=1179,NImag=0,-2884958.6833345196,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1028/ts-1028/irc1,E(RB3LYP),=-4599.11466760,=-4597.368152,=-4597.275466,=-4597.274522,=-4597.496106,=1179,NImag=0,-2884974.78147606
1169,S6,active2cluster2,219,0,irc1,9.02422130992636,-14.973016109783202,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1169/ts-1169/,E(RB3LYP),=-4810.47495204,=-4808.627120,=-4808.530156,=-4808.529211,=-4808.759581,=1243,NImag=1,-3017544.7246733103,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1169/ts-1169/irc1,E(RB3LYP),=-4810.49392557,=-4808.642827,=-4808.546074,=-4808.545129,=-4808.773962,=1243,NImag=0,-3017553.74889462,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1169/ts-1169/irc2,E(RB3LYP),=-4810.51324118,=-4808.663450,=-4808.565712,=-4808.564768,=-4808.797823,=1243,NImag=0,-3017568.72191073
1218,S6,active2cluster2,209,1,irc1,8.918172120116651,-15.198292199522257,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1218/ts-1218/,E(RB3LYP),=-4579.63826545,=-4577.867144,=-4577.771038,=-4577.770094,=-4577.998902,=1183,NImag=1,-2872740.09099402,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1218/ts-1218/irc1,E(RB3LYP),=-4579.65432893,=-4577.881253,=-4577.784999,=-4577.784054,=-4578.013114,=1183,NImag=0,-2872749.00916614,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f1218/ts-1218/irc2,E(RB3LYP),=-4579.67824851,=-4577.904726,=-4577.808076,=-4577.807132,=-4578.037334,=1183,NImag=0,-2872764.2074583396
1221,S7,activecluster2,206,0,irc1,7.183734479360282,-14.818648649845272,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1221/ts-1221/,E(RB3LYP),=-4560.94978611,=-4559.218132,=-4559.125809,=-4559.124865,=-4559.346642,=1170,NImag=1,-2861035.6113214204,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1221/ts-1221/irc1,E(RB3LYP),=-4560.96461865,=-4559.230251,=-4559.137946,=-4559.137002,=-4559.358090,=1170,NImag=0,-2861042.7950559,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f1221/ts-1221/irc2,E(RB3LYP),=-4560.98510797,=-4559.252167,=-4559.159052,=-4559.158108,=-4559.381705,=1170,NImag=0,-2861057.6137045496
1341,S5,cluster3qm,219,0,irc1,10.677710160147399,-15.038904659450054,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f1341/ts-1341/,E(RB3LYP),=-4921.85403253,=-4920.011704,=-4919.912683,=-4919.911739,=-4920.144771,=1258,NImag=1,-3087440.04525021,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f1341/ts-1341/irc1,E(RB3LYP),=-4921.87427851,=-4920.029222,=-4919.930329,=-4919.929385,=-4920.161787,=1258,NImag=0,-3087450.72296037,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f1341/ts-1341/irc2,E(RB3LYP),=-4921.89523050,=-4920.050223,=-4919.950951,=-4919.950007,=-4920.185753,=1258,NImag=0,-3087465.7618650296
1368,S3,random4,201,0,irc1,11.218623779714108,-13.801454940345138,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1368/ts-1368/,E(RB3LYP),=-4068.30897892,=-4066.604933,=-4066.513955,=-4066.513011,=-4066.733276,=1123,NImag=1,-2551915.79802276,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1368/ts-1368/irc1,E(RB3LYP),=-4068.32689788,=-4066.621398,=-4066.530096,=-4066.529152,=-4066.751154,=1123,NImag=0,-2551927.01664654,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1368/ts-1368/irc2,E(RB3LYP),=-4068.34948096,=-4066.643404,=-4066.551989,=-4066.551045,=-4066.773148,=1123,NImag=0,-2551940.81810148
1485,S4,random5,226,1,irc2,10.827057539485395,-20.556600090116262,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1485/ts-1485/,E(RB3LYP),=-4565.82753076,=-4563.897498,=-4563.798656,=-4563.797712,=-4564.031041,=1263,NImag=1,-2863975.1185379103,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1485/ts-1485/irc2,E(RB3LYP),=-4565.84997856,=-4563.916095,=-4563.817723,=-4563.816779,=-4564.048295,=1263,NImag=0,-2863985.94559545,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1485/ts-1485/irc1,E(RB3LYP),=-4565.87983563,=-4563.947689,=-4563.848816,=-4563.847872,=-4564.081054,=1263,NImag=0,-2864006.50219554
1603,S3,random4,221,1,irc1,7.373242499772459,-19.459712610114366,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1603/ts-1603/,E(RB3LYP),=-4774.00376676,=-4772.123165,=-4772.026260,=-4772.025315,=-4772.256078,=1240,NImag=1,-2994638.41150578,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1603/ts-1603/irc1,E(RB3LYP),=-4774.01797788,=-4772.134987,=-4772.037862,=-4772.036918,=-4772.267828,=1240,NImag=0,-2994645.78474828,/project/dwappett/CM-MD-250-set/opts/S3_random4/f1603/ts-1603/irc2,E(RB3LYP),=-4774.05060472,=-4772.167304,=-4772.070164,=-4772.069220,=-4772.298839,=1240,NImag=0,-2994665.24446089
1617,S4,random5,213,0,irc2,9.119602829683572,-16.059863430447876,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1617/ts-1617/,E(RB3LYP),=-4768.97894534,=-4767.187846,=-4767.094444,=-4767.093499,=-4767.315700,=1222,NImag=1,-2991538.274907,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1617/ts-1617/irc2,E(RB3LYP),=-4768.99560427,=-4767.202273,=-4767.108655,=-4767.107711,=-4767.330233,=1222,NImag=0,-2991547.3945098296,/project/dwappett/CM-MD-250-set/opts/S4_random5/f1617/ts-1617/irc1,E(RB3LYP),=-4769.01904143,=-4767.226361,=-4767.132118,=-4767.131174,=-4767.355826,=1222,NImag=0,-2991563.45437326
