Frame,Scheme,Cluster,Size,# all fragments,# protein fragments,# waters,Charge,Reactant IRC,dGact (kcal/mol),dGrxn (kcal/mol),TS path,TS method,TS E,TS E+ZPE,TS E+thrm E,TS H,TS G,TS Nbasis,TS Nimag,TS G kcal/mol,irc1 path,irc1 method,irc1 E,irc1 E+ZPE,irc1 E+thrm E,irc1 H,irc1 G,irc1 Nbasis,irc1 Nimag,irc1 G kcal/mol,irc2 path,irc2 method,irc2 E,irc2 E+ZPE,irc2 E+thrm E,irc2 H,irc2 G,irc2 Nbasis,irc2 Nimag,irc2 G kcal/mol
11047,S3,random4,215,15,9,6,2,irc1,9.89,-14.29,/project/dwappett/CM-MD-250-set/opts/S3_random4/f11047/ts-11047/,E(RB3LYP),-4417.163387,-4415.320651,-4415.226885,-4415.225941,-4415.450167,1166,NImag=1,-2770739.134,/project/dwappett/CM-MD-250-set/opts/S3_random4/f11047/ts-11047/irc1,E(RB3LYP),-4417.178765,-4415.334139,-4415.240031,-4415.239087,-4415.465924,1166,NImag=0,-2770749.022,/project/dwappett/CM-MD-250-set/opts/S3_random4/f11047/ts-11047/irc2,E(RB3LYP),-4417.202242,-4415.357471,-4415.262935,-4415.261991,-4415.488693,1166,NImag=0,-2770763.31
11115,S2,random3a,211,15,10,5,1,irc1,11.54,-15.12,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11115/ts-11115/,E(RB3LYP),-4199.918496,-4198.11933,-4198.029654,-4198.02871,-4198.241426,1176,NImag=1,-2634438.477,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11115/ts-11115/irc1,E(RB3LYP),-4199.943083,-4198.13971,-4198.05099,-4198.050046,-4198.25982,1176,NImag=0,-2634450.02,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11115/ts-11115/irc2,E(RB3LYP),-4199.95905,-4198.15882,-4198.068621,-4198.067677,-4198.28392,1176,NImag=0,-2634465.143
11171,S7,activecluster3,206,17,10,7,0,irc2,9.11,-17.09,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f11171/ts-11171/,E(RB3LYP),-4523.094044,-4521.348601,-4521.255835,-4521.254891,-4521.475863,1161,NImag=1,-2837271.319,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f11171/ts-11171/irc2,E(RB3LYP),-4523.111821,-4521.363595,-4521.270871,-4521.269927,-4521.490374,1161,NImag=0,-2837280.425,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f11171/ts-11171/irc1,E(RB3LYP),-4523.138778,-4521.390593,-4521.297657,-4521.296712,-4521.517616,1161,NImag=0,-2837297.519
11254,S2,random3a,215,18,12,6,0,irc2,10.18,-12.96,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11254/ts-11254/,E(RB3LYP),-4678.900803,-4677.082339,-4676.987808,-4676.986864,-4677.213405,1209,NImag=1,-2934998.184,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11254/ts-11254/irc2,E(RB3LYP),-4678.919678,-4677.099257,-4677.004775,-4677.003831,-4677.229622,1209,NImag=0,-2935008.36,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11254/ts-11254/irc1,E(RB3LYP),-4678.940643,-4677.119534,-4677.024579,-4677.023635,-4677.250273,1209,NImag=0,-2935021.319
11260,S5,cluster2qm,209,15,11,4,0,irc2,9.72,-14.07,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11260/ts-11260/,E(RB3LYP),-4526.03744,-4524.27486,-4524.186545,-4524.185601,-4524.397277,1173,NImag=1,-2839104.535,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11260/ts-11260/irc2,E(RB3LYP),-4526.054988,-4524.290163,-4524.201731,-4524.200786,-4524.412762,1173,NImag=0,-2839114.252,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11260/ts-11260/irc1,E(RB3LYP),-4526.076076,-4524.311819,-4524.222889,-4524.221945,-4524.435189,1173,NImag=0,-2839128.325
11363,S6,active2cluster3,208,15,10,5,0,irc2,8.09,-14.05,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f11363/ts-11363/,E(RB3LYP),-4164.973141,-4163.210141,-4163.123387,-4163.122443,-4163.330737,1160,NImag=1,-2612531.671,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f11363/ts-11363/irc2,E(RB3LYP),-4164.987219,-4163.222126,-4163.135148,-4163.134204,-4163.343622,1160,NImag=0,-2612539.756,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f11363/ts-11363/irc1,E(RB3LYP),-4165.008769,-4163.244096,-4163.156433,-4163.155488,-4163.366019,1160,NImag=0,-2612553.811
11417,S5,cluster2qm,185,14,8,6,0,irc2,11.65,-15.31,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11417/ts-11417/,E(RB3LYP),-3647.319632,-3645.744231,-3645.662593,-3645.661648,-3645.861121,1020,NImag=1,-2287814.312,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11417/ts-11417/irc2,E(RB3LYP),-3647.340346,-3645.762547,-3645.680752,-3645.679808,-3645.879684,1020,NImag=0,-2287825.961,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f11417/ts-11417/irc1,E(RB3LYP),-3647.36216,-3645.784818,-3645.702495,-3645.701551,-3645.904078,1020,NImag=0,-2287841.268
11553,S8,rincluster3,202,15,9,6,0,irc1,11.06,-7.93,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f11553/ts-11553/,E(RB3LYP),-4069.309042,-4067.591865,-4067.503712,-4067.502768,-4067.715923,1127,NImag=1,-2552532.419,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f11553/ts-11553/irc1,E(RB3LYP),-4069.328829,-4067.609691,-4067.521493,-4067.520549,-4067.733546,1127,NImag=0,-2552543.477,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f11553/ts-11553/irc2,E(RB3LYP),-4069.340036,-4067.621027,-4067.532065,-4067.531121,-4067.746182,1127,NImag=0,-2552551.407
11586,S6,active2cluster1,197,16,10,6,0,irc1,11.99,-13.43,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f11586/ts-11586/,E(RB3LYP),-4368.049258,-4366.387248,-4366.299862,-4366.298918,-4366.509433,1117,NImag=1,-2740028.334,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f11586/ts-11586/irc1,E(RB3LYP),-4368.071359,-4366.406527,-4366.319308,-4366.318364,-4366.528548,1117,NImag=0,-2740040.329,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f11586/ts-11586/irc2,E(RB3LYP),-4368.089565,-4366.425843,-4366.337818,-4366.336874,-4366.54995,1117,NImag=0,-2740053.759
11808,S3,random4a,192,14,9,5,0,irc1,12.17,-17.7,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f11808/ts-11808/,E(RB3LYP),-3839.014239,-3837.390207,-3837.305996,-3837.305051,-3837.511602,1069,NImag=1,-2408076.905,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f11808/ts-11808/irc1,E(RB3LYP),-3839.035455,-3837.408682,-3837.324801,-3837.323857,-3837.531,1069,NImag=0,-2408089.078,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f11808/ts-11808/irc2,E(RB3LYP),-3839.066347,-3837.438372,-3837.354615,-3837.353671,-3837.559209,1069,NImag=0,-2408106.779
11818,S2,random3a,208,16,11,5,0,irc1,10.26,-13.88,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11818/ts-11818/,E(RB3LYP),-4164.97764,-4163.209173,-4163.121192,-4163.120247,-4163.332245,1160,NImag=1,-2612532.617,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11818/ts-11818/irc1,E(RB3LYP),-4164.997241,-4163.226461,-4163.138351,-4163.137407,-4163.348591,1160,NImag=0,-2612542.874,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f11818/ts-11818/irc2,E(RB3LYP),-4165.01707,-4163.246618,-4163.158134,-4163.15719,-4163.37071,1160,NImag=0,-2612556.754
11912,S4,random5a,205,16,9,7,0,irc1,8.55,-14.9,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f11912/ts-11912/,E(RB3LYP),-4145.733487,-4143.993749,-4143.902151,-4143.901207,-4144.120196,1145,NImag=1,-2600476.864,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f11912/ts-11912/irc1,E(RB3LYP),-4145.748352,-4144.00661,-4143.914711,-4143.913767,-4144.133828,1145,NImag=0,-2600485.418,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f11912/ts-11912/irc2,E(RB3LYP),-4145.771444,-4144.030103,-4143.938007,-4143.937063,-4144.157566,1145,NImag=0,-2600500.314
11944,S7,activecluster1,199,16,10,6,0,irc2,9.9,-12.42,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f11944/ts-11944/,E(RB3LYP),-4352.956542,-4351.277512,-4351.18823,-4351.187286,-4351.404356,1118,NImag=1,-2730549.747,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f11944/ts-11944/irc2,E(RB3LYP),-4352.973282,-4351.292778,-4351.203049,-4351.202105,-4351.420135,1118,NImag=0,-2730559.649,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f11944/ts-11944/irc1,E(RB3LYP),-4352.993585,-4351.311863,-4351.222292,-4351.221347,-4351.439934,1118,NImag=0,-2730572.073
12000,S1,sampling,212,16,11,5,0,irc1,5.84,-18.61,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f12000/ts-12000/,E(RB3LYP),-4602.466052,-4600.679532,-4600.587534,-4600.58659,-4600.808881,1191,NImag=1,-2887053.581,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f12000/ts-12000/irc1,E(RB3LYP),-4602.481021,-4600.691158,-4600.599524,-4600.598579,-4600.818184,1191,NImag=0,-2887059.419,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f12000/ts-12000/irc2,E(RB3LYP),-4602.507021,-4600.717891,-4600.625564,-4600.62462,-4600.847841,1191,NImag=0,-2887078.029
12122,S2,random1,215,18,12,6,0,irc1,9,-21.34,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12122/ts-12122/,E(RB3LYP),-4678.910921,-4677.088527,-4676.995549,-4676.994605,-4677.218506,1209,NImag=1,-2935001.385,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12122/ts-12122/irc1,E(RB3LYP),-4678.927754,-4677.103375,-4677.01033,-4677.009386,-4677.232851,1209,NImag=0,-2935010.386,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12122/ts-12122/irc2,E(RB3LYP),-4678.963385,-4677.138336,-4677.045571,-4677.044627,-4677.266851,1209,NImag=0,-2935031.722
12180,S6,active2cluster3,212,16,11,5,0,irc2,7.79,-23.61,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f12180/ts-12180/,E(RB3LYP),-4602.454175,-4600.667216,-4600.575741,-4600.574797,-4600.794486,1191,NImag=1,-2887044.548,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f12180/ts-12180/irc2,E(RB3LYP),-4602.46975,-4600.680247,-4600.588925,-4600.587981,-4600.806903,1191,NImag=0,-2887052.34,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f12180/ts-12180/irc1,E(RB3LYP),-4602.508287,-4600.718304,-4600.626995,-4600.626051,-4600.844534,1191,NImag=0,-2887075.954
12378,S6,active2cluster1,199,16,10,6,0,irc2,9.26,-14.6,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f12378/ts-12378/,E(RB3LYP),-4352.96906,-4351.287552,-4351.199645,-4351.198701,-4351.413372,1118,NImag=1,-2730555.405,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f12378/ts-12378/irc2,E(RB3LYP),-4352.985417,-4351.301538,-4351.213433,-4351.212489,-4351.428123,1118,NImag=0,-2730564.661,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f12378/ts-12378/irc1,E(RB3LYP),-4353.009707,-4351.32581,-4351.237519,-4351.236575,-4351.45139,1118,NImag=0,-2730579.262
12379,S5,cluster1qm,215,17,11,6,0,irc2,12.93,-20.9,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f12379/ts-12379/,E(RB3LYP),-4678.892323,-4677.077527,-4676.983666,-4676.982722,-4677.206639,1209,NImag=1,-2934993.938,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f12379/ts-12379/irc2,E(RB3LYP),-4678.913345,-4677.097163,-4677.003025,-4677.002081,-4677.227247,1209,NImag=0,-2935006.87,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f12379/ts-12379/irc1,E(RB3LYP),-4678.952442,-4677.133541,-4677.041006,-4677.040062,-4677.260554,1209,NImag=0,-2935027.77
12405,S8,rincluster3,212,15,11,4,0,irc1,12.01,-15.1,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f12405/ts-12405/,E(RB3LYP),-4242.352539,-4240.552768,-4240.461714,-4240.46077,-4240.679934,1182,NImag=1,-2661069.065,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f12405/ts-12405/irc1,E(RB3LYP),-4242.373071,-4240.571092,-4240.479902,-4240.478957,-4240.699078,1182,NImag=0,-2661081.078,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f12405/ts-12405/irc2,E(RB3LYP),-4242.394923,-4240.593681,-4240.501905,-4240.500961,-4240.723148,1182,NImag=0,-2661096.183
12729,S3,random4a,193,13,10,3,0,irc1,15.21,-17.6,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f12729/ts-12729/,E(RB3LYP),-3894.133997,-3892.509294,-3892.426912,-3892.425967,-3892.630179,1085,NImag=1,-2442664.364,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f12729/ts-12729/irc1,E(RB3LYP),-3894.164125,-3892.535657,-3892.454114,-3892.45317,-3892.654423,1085,NImag=0,-2442679.577,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f12729/ts-12729/irc2,E(RB3LYP),-3894.192022,-3892.563706,-3892.482361,-3892.481417,-3892.682474,1085,NImag=0,-2442697.179
12749,S4,random5,215,17,11,6,0,irc1,8.64,-15.55,/project/dwappett/CM-MD-250-set/opts/S4_random5/f12749/ts-12749/,E(RB3LYP),-4678.908441,-4677.094241,-4677.00093,-4676.999985,-4677.221378,1209,NImag=1,-2935003.187,/project/dwappett/CM-MD-250-set/opts/S4_random5/f12749/ts-12749/irc1,E(RB3LYP),-4678.922356,-4677.1066,-4677.013025,-4677.012081,-4677.235142,1209,NImag=0,-2935011.824,/project/dwappett/CM-MD-250-set/opts/S4_random5/f12749/ts-12749/irc2,E(RB3LYP),-4678.947278,-4677.130862,-4677.037002,-4677.036057,-4677.259915,1209,NImag=0,-2935027.369
12836,S2,random3a,208,16,11,5,0,irc1,10.54,-12.73,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f12836/ts-12836/,E(RB3LYP),-4164.962213,-4163.199075,-4163.108946,-4163.108002,-4163.326266,1160,NImag=1,-2612528.865,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f12836/ts-12836/irc1,E(RB3LYP),-4164.980718,-4163.215166,-4163.124894,-4163.12395,-4163.343067,1160,NImag=0,-2612539.408,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f12836/ts-12836/irc2,E(RB3LYP),-4165.00128,-4163.23573,-4163.145302,-4163.144357,-4163.36335,1160,NImag=0,-2612552.136
12915,S2,random1,210,16,11,5,0,irc1,13.39,-15.3,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12915/ts-12915/,E(RB3LYP),-4638.364013,-4636.593428,-4636.50207,-4636.501126,-4636.720369,1192,NImag=1,-2909588.399,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12915/ts-12915/irc1,E(RB3LYP),-4638.387009,-4636.614791,-4636.523236,-4636.522292,-4636.741714,1192,NImag=0,-2909601.793,/project/dwappett/CM-MD-250-set/opts/S2_random1/f12915/ts-12915/irc2,E(RB3LYP),-4638.408804,-4636.636752,-4636.544761,-4636.543817,-4636.766102,1192,NImag=0,-2909617.097
12969,S7,activecluster1,192,14,9,5,0,irc2,10.13,-16.03,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f12969/ts-12969/,E(RB3LYP),-3839.012494,-3837.387289,-3837.304046,-3837.303101,-3837.508516,1069,NImag=1,-2408074.969,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f12969/ts-12969/irc2,E(RB3LYP),-3839.030266,-3837.403215,-3837.319601,-3837.318656,-3837.524665,1069,NImag=0,-2408085.103,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f12969/ts-12969/irc1,E(RB3LYP),-3839.056054,-3837.428328,-3837.34464,-3837.343696,-3837.550207,1069,NImag=0,-2408101.13
13000,S1,sampling,209,16,12,4,0,irc1,7.92,-17.9,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f13000/ts-13000/,E(RB3LYP),-4526.04162,-4524.27076,-4524.182565,-4524.181621,-4524.393906,1173,NImag=1,-2839102.42,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f13000/ts-13000/irc1,E(RB3LYP),-4526.056055,-4524.283328,-4524.194844,-4524.1939,-4524.406528,1173,NImag=0,-2839110.34,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f13000/ts-13000/irc2,E(RB3LYP),-4526.083884,-4524.311132,-4524.222344,-4524.2214,-4524.435054,1173,NImag=0,-2839128.241
13103,S2,random3a,206,13,10,3,0,irc1,10.8,-16.83,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f13103/ts-13103/,E(RB3LYP),-4449.57616,-4447.846226,-4447.760585,-4447.75964,-4447.968671,1155,NImag=1,-2791144.821,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f13103/ts-13103/irc1,E(RB3LYP),-4449.598018,-4447.865008,-4447.779428,-4447.778484,-4447.985886,1155,NImag=0,-2791155.623,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f13103/ts-13103/irc2,E(RB3LYP),-4449.621259,-4447.889155,-4447.803097,-4447.802153,-4448.012705,1155,NImag=0,-2791172.453
13226,S4,random5,211,17,11,6,0,irc2,10.86,-14.69,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13226/ts-13226/,E(RB3LYP),-4241.394666,-4239.602534,-4239.511068,-4239.510124,-4239.730147,1178,NImag=1,-2660473.065,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13226/ts-13226/irc2,E(RB3LYP),-4241.414628,-4239.619696,-4239.528382,-4239.527438,-4239.747458,1178,NImag=0,-2660483.927,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13226/ts-13226/irc1,E(RB3LYP),-4241.436916,-4239.642649,-4239.550833,-4239.549889,-4239.770868,1178,NImag=0,-2660498.617
13402,S5,cluster1qm,208,16,11,5,0,irc1,15.75,-17.59,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13402/ts-13402/,E(RB3LYP),-4164.951396,-4163.186643,-4163.096787,-4163.095843,-4163.313252,1160,NImag=1,-2612520.699,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13402/ts-13402/irc1,E(RB3LYP),-4164.981748,-4163.212963,-4163.12377,-4163.122825,-4163.338346,1160,NImag=0,-2612536.445,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13402/ts-13402/irc2,E(RB3LYP),-4165.008576,-4163.240239,-4163.150767,-4163.149823,-4163.366384,1160,NImag=0,-2612554.04
13445,S4,random5a,212,15,10,5,0,irc1,13.81,-18.62,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f13445/ts-13445/,E(RB3LYP),-4602.458631,-4600.668094,-4600.577436,-4600.576492,-4600.793047,1191,NImag=1,-2887043.645,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f13445/ts-13445/irc1,E(RB3LYP),-4602.483671,-4600.691156,-4600.601186,-4600.600242,-4600.815055,1191,NImag=0,-2887057.455,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f13445/ts-13445/irc2,E(RB3LYP),-4602.512594,-4600.719746,-4600.629448,-4600.628503,-4600.844721,1191,NImag=0,-2887076.071
13719,S3,random4,209,15,11,4,0,irc1,8.4,-18.2,/project/dwappett/CM-MD-250-set/opts/S3_random4/f13719/ts-13719/,E(RB3LYP),-4526.024056,-4524.257363,-4524.170006,-4524.169061,-4524.378175,1173,NImag=1,-2839092.549,/project/dwappett/CM-MD-250-set/opts/S3_random4/f13719/ts-13719/irc1,E(RB3LYP),-4526.039782,-4524.270391,-4524.183096,-4524.182152,-4524.391563,1173,NImag=0,-2839100.95,/project/dwappett/CM-MD-250-set/opts/S3_random4/f13719/ts-13719/irc2,E(RB3LYP),-4526.065848,-4524.29756,-4524.209389,-4524.208445,-4524.420563,1173,NImag=0,-2839119.147
13826,S5,cluster1qm,205,14,10,4,0,irc2,8.72,-20.86,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13826/ts-13826/,E(RB3LYP),-4088.520047,-4086.786369,-4086.700673,-4086.699729,-4086.909726,1142,NImag=1,-2564576.722,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13826/ts-13826/irc2,E(RB3LYP),-4088.54082,-4086.802608,-4086.717579,-4086.716635,-4086.923627,1142,NImag=0,-2564585.445,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f13826/ts-13826/irc1,E(RB3LYP),-4088.573806,-4086.836023,-4086.750705,-4086.749761,-4086.956873,1142,NImag=0,-2564606.307
13854,S7,activecluster1,209,16,12,4,0,irc1,9.21,-19.51,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f13854/ts-13854/,E(RB3LYP),-4526.029359,-4524.264637,-4524.174139,-4524.173195,-4524.391386,1173,NImag=1,-2839100.839,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f13854/ts-13854/irc1,E(RB3LYP),-4526.046106,-4524.278319,-4524.187711,-4524.186766,-4524.40606,1173,NImag=0,-2839110.047,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f13854/ts-13854/irc2,E(RB3LYP),-4526.074528,-4524.307219,-4524.216199,-4524.215255,-4524.437147,1173,NImag=0,-2839129.554
13866,S8,rincluster1,208,14,9,5,0,irc1,11.28,-15.62,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f13866/ts-13866/,E(RB3LYP),-4164.961935,-4163.201799,-4163.114252,-4163.113308,-4163.325528,1160,NImag=1,-2612528.402,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f13866/ts-13866/irc1,E(RB3LYP),-4164.984497,-4163.221978,-4163.134581,-4163.133637,-4163.343498,1160,NImag=0,-2612539.678,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f13866/ts-13866/irc2,E(RB3LYP),-4165.010123,-4163.246397,-4163.159012,-4163.158068,-4163.368384,1160,NImag=0,-2612555.295
13888,S4,random5,209,15,11,4,0,irc2,11.06,-19.92,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13888/ts-13888/,E(RB3LYP),-4526.033074,-4524.269945,-4524.181839,-4524.180894,-4524.392685,1173,NImag=1,-2839101.654,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13888/ts-13888/irc2,E(RB3LYP),-4526.051602,-4524.286353,-4524.198077,-4524.197133,-4524.410307,1173,NImag=0,-2839112.712,/project/dwappett/CM-MD-250-set/opts/S4_random5/f13888/ts-13888/irc1,E(RB3LYP),-4526.082617,-4524.317811,-4524.229264,-4524.22832,-4524.442054,1173,NImag=0,-2839132.633
13942,S3,random4a,188,14,8,6,0,irc1,10.73,-13.34,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f13942/ts-13942/,E(RB3LYP),-3707.457096,-3705.858216,-3705.774841,-3705.773897,-3705.981367,1035,NImag=1,-2325540.368,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f13942/ts-13942/irc1,E(RB3LYP),-3707.475065,-3705.874266,-3705.790601,-3705.789657,-3705.998459,1035,NImag=0,-2325551.093,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f13942/ts-13942/irc2,E(RB3LYP),-3707.495962,-3705.895701,-3705.811497,-3705.810553,-3706.019714,1035,NImag=0,-2325564.431
14000,S1,sampling,212,16,11,5,0,irc1,8.46,-26.2,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f14000/ts-14000/,E(RB3LYP),-4602.473331,-4600.683854,-4600.593328,-4600.592384,-4600.808352,1191,NImag=1,-2887053.249,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f14000/ts-14000/irc1,E(RB3LYP),-4602.489118,-4600.697077,-4600.606544,-4600.6056,-4600.821841,1191,NImag=0,-2887061.713,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f14000/ts-14000/irc2,E(RB3LYP),-4602.53188,-4600.7394,-4600.649356,-4600.648411,-4600.863592,1191,NImag=0,-2887087.913
14007,S5,cluster1qm,168,12,7,5,0,irc1,10.44,-14.63,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14007/ts-14007/,E(RB3LYP),-3433.266497,-3431.849325,-3431.773683,-3431.772739,-3431.964805,948,NImag=1,-2153592.235,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14007/ts-14007/irc1,E(RB3LYP),-3433.284406,-3431.865142,-3431.789404,-3431.78846,-3431.981438,948,NImag=0,-2153602.672,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14007/ts-14007/irc2,E(RB3LYP),-3433.305617,-3431.886726,-3431.810409,-3431.809465,-3432.00476,948,NImag=0,-2153617.307
14064,S4,random5,215,18,12,6,0,irc1,9.77,-12.17,/project/dwappett/CM-MD-250-set/opts/S4_random5/f14064/ts-14064/,E(RB3LYP),-4678.906664,-4677.086018,-4676.992161,-4676.991216,-4677.215706,1209,NImag=1,-2934999.628,/project/dwappett/CM-MD-250-set/opts/S4_random5/f14064/ts-14064/irc1,E(RB3LYP),-4678.923103,-4677.101204,-4677.006979,-4677.006035,-4677.231269,1209,NImag=0,-2935009.394,/project/dwappett/CM-MD-250-set/opts/S4_random5/f14064/ts-14064/irc2,E(RB3LYP),-4678.941944,-4677.119441,-4677.024862,-4677.023918,-4677.250669,1209,NImag=0,-2935021.567
14120,S3,random4,198,16,9,7,0,irc1,9.65,-12.17,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14120/ts-14120/,E(RB3LYP),-3991.883374,-3990.206295,-3990.117792,-3990.116848,-3990.33428,1105,NImag=1,-2503974.664,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14120/ts-14120/irc1,E(RB3LYP),-3991.901467,-3990.222043,-3990.133426,-3990.132482,-3990.349653,1105,NImag=0,-2503984.311,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14120/ts-14120/irc2,E(RB3LYP),-3991.920804,-3990.241013,-3990.15222,-3990.151276,-3990.369054,1105,NImag=0,-2503996.485
14168,S6,active2cluster1,192,14,9,5,0,irc1,14.04,-14.38,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14168/ts-14168/,E(RB3LYP),-3839.018919,-3837.395654,-3837.311652,-3837.310708,-3837.51855,1069,NImag=1,-2408081.265,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14168/ts-14168/irc1,E(RB3LYP),-3839.043989,-3837.418521,-3837.334329,-3837.333385,-3837.540923,1069,NImag=0,-2408095.305,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14168/ts-14168/irc2,E(RB3LYP),-3839.069065,-3837.4414,-3837.357739,-3837.356794,-3837.563833,1069,NImag=0,-2408109.681
